Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO¸Z£Æq/kWh (direct),Carbon Intensity gCO¸Z£Æq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023/1/10 11:00,Ireland,Ireland,IE,116.23,150.46,79.21,79.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 12:00,Ireland,Ireland,IE,111.1,144.37,80.13,80.13,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 13:00,Ireland,Ireland,IE,119.29,154.09,78.66,78.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 14:00,Ireland,Ireland,IE,121.3,156.46,78.3,78.3,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 15:00,Ireland,Ireland,IE,138.35,176.69,75.25,75.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 16:00,Ireland,Ireland,IE,137.43,175.68,75.4,75.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 17:00,Ireland,Ireland,IE,145.34,185.67,73.86,72.86,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 18:00,Ireland,Ireland,IE,151.8,193.31,72.74,71.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 19:00,Ireland,Ireland,IE,176.69,222.52,68.34,67.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 20:00,Ireland,Ireland,IE,165.27,209.44,70.32,68.79,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 21:00,Ireland,Ireland,IE,171.07,216.37,69.23,67.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 22:00,Ireland,Ireland,IE,179.86,226.46,67.69,66.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/10 23:00,Ireland,Ireland,IE,183.67,230.66,67.09,66.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 0:00,Ireland,Ireland,IE,177.63,223.34,68.21,68.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 1:00,Ireland,Ireland,IE,151.87,192.72,72.84,72.84,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 2:00,Ireland,Ireland,IE,142.75,181.9,74.47,74.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 3:00,Ireland,Ireland,IE,126.62,162.78,77.35,77.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 4:00,Ireland,Ireland,IE,140.14,178.81,74.93,74.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 5:00,Ireland,Ireland,IE,120.62,155.65,78.43,78.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 6:00,Ireland,Ireland,IE,100.33,131.59,82.06,82.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 7:00,Ireland,Ireland,IE,133.03,170.37,76.21,76.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 8:00,Ireland,Ireland,IE,146.45,186.29,73.81,73.81,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 9:00,Ireland,Ireland,IE,149.77,190.28,73.2,73.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 10:00,Ireland,Ireland,IE,152.94,194.47,72.58,71.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 11:00,Ireland,Ireland,IE,152.3,193.65,72.71,72.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 12:00,Ireland,Ireland,IE,147.98,188.92,73.42,72.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 13:00,Ireland,Ireland,IE,156.3,198.41,71.98,71.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 14:00,Ireland,Ireland,IE,156.44,198.64,71.93,71.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 15:00,Ireland,Ireland,IE,156.05,197.9,72.05,71.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 16:00,Ireland,Ireland,IE,164.51,207.7,70.58,70.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 17:00,Ireland,Ireland,IE,183.62,230.63,67.1,66.73,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 18:00,Ireland,Ireland,IE,180.5,227.26,67.58,66.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 19:00,Ireland,Ireland,IE,177.8,224.19,68.03,66.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 20:00,Ireland,Ireland,IE,177.56,224.32,68.05,66.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 21:00,Ireland,Ireland,IE,137.92,177.59,75.07,72.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 22:00,Ireland,Ireland,IE,128.66,167.38,76.55,73.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/11 23:00,Ireland,Ireland,IE,113.53,149.02,79.47,77.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 0:00,Ireland,Ireland,IE,117.68,153.59,78.79,77.1,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 1:00,Ireland,Ireland,IE,132.86,171.24,76.11,74.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 2:00,Ireland,Ireland,IE,144.26,185.01,74.01,71.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 3:00,Ireland,Ireland,IE,154.83,197.32,72.17,70.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 4:00,Ireland,Ireland,IE,127.48,164.1,77.16,76.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 5:00,Ireland,Ireland,IE,86.67,115.4,84.5,84.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 6:00,Ireland,Ireland,IE,85.93,114.52,84.63,84.63,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 7:00,Ireland,Ireland,IE,109.68,142.69,80.38,80.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 8:00,Ireland,Ireland,IE,117.65,152.13,78.96,78.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 9:00,Ireland,Ireland,IE,118.02,152.57,78.89,78.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 10:00,Ireland,Ireland,IE,133.64,171.15,76.08,76.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 11:00,Ireland,Ireland,IE,152.27,193.19,72.76,72.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 12:00,Ireland,Ireland,IE,134.53,172.15,75.94,75.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 13:00,Ireland,Ireland,IE,140.26,178.95,74.91,74.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 14:00,Ireland,Ireland,IE,144.39,183.85,74.17,74.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 15:00,Ireland,Ireland,IE,155.91,197.51,72.11,72.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 16:00,Ireland,Ireland,IE,159.25,201.47,71.52,71.52,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 17:00,Ireland,Ireland,IE,161.78,204.47,71.06,71.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 18:00,Ireland,Ireland,IE,153.66,194.96,72.49,72.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 19:00,Ireland,Ireland,IE,133.97,171.49,76.04,76.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 20:00,Ireland,Ireland,IE,139.06,177.6,75.11,75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 21:00,Ireland,Ireland,IE,142.65,181.89,74.47,74.3,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 22:00,Ireland,Ireland,IE,147.7,187.77,73.58,73.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/12 23:00,Ireland,Ireland,IE,154.77,196.17,72.32,72.3,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 0:00,Ireland,Ireland,IE,168.07,211.93,69.94,69.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 1:00,Ireland,Ireland,IE,113.43,147.19,79.7,79.63,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 2:00,Ireland,Ireland,IE,124.38,160.36,77.71,77.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 3:00,Ireland,Ireland,IE,129.47,166.51,76.79,76.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 4:00,Ireland,Ireland,IE,131.7,168.84,76.44,76.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 5:00,Ireland,Ireland,IE,131.88,169.01,76.41,76.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 6:00,Ireland,Ireland,IE,130.25,167.07,76.7,76.7,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 7:00,Ireland,Ireland,IE,131.46,168.62,76.46,76.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 8:00,Ireland,Ireland,IE,164.5,207.7,70.58,70.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 9:00,Ireland,Ireland,IE,198.28,247.87,64.51,64.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 10:00,Ireland,Ireland,IE,213.38,266.14,61.77,61.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 11:00,Ireland,Ireland,IE,213.74,267.06,61.61,60.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 12:00,Ireland,Ireland,IE,203.51,254.82,63.46,62.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 13:00,Ireland,Ireland,IE,211.9,265.1,61.93,60.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 14:00,Ireland,Ireland,IE,247.7,307.86,55.42,53.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 15:00,Ireland,Ireland,IE,260.7,323.32,52.98,51.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 16:00,Ireland,Ireland,IE,262.58,324.51,52.87,52.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 17:00,Ireland,Ireland,IE,263.97,325.85,52.72,52.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 18:00,Ireland,Ireland,IE,243.22,301.08,56.49,56.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 19:00,Ireland,Ireland,IE,236.58,293.17,57.68,57.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 20:00,Ireland,Ireland,IE,222.95,277.01,60.12,60.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 21:00,Ireland,Ireland,IE,219.87,273.35,60.67,60.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 22:00,Ireland,Ireland,IE,218.64,272.23,60.76,59.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/13 23:00,Ireland,Ireland,IE,211.25,264.12,61.95,59.16,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 0:00,Ireland,Ireland,IE,225.51,280.76,59.43,56.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 1:00,Ireland,Ireland,IE,234.75,291.85,57.76,54.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 2:00,Ireland,Ireland,IE,222.74,277.78,59.85,55.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 3:00,Ireland,Ireland,IE,212.36,265.37,61.73,58.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 4:00,Ireland,Ireland,IE,211.75,264.4,61.92,59.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 5:00,Ireland,Ireland,IE,212.66,265.2,61.81,60.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 6:00,Ireland,Ireland,IE,198.83,248.58,64.37,63.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 7:00,Ireland,Ireland,IE,193.87,242.53,65.32,65.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 8:00,Ireland,Ireland,IE,166.17,209.75,70.23,69.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 9:00,Ireland,Ireland,IE,141.36,180.25,74.72,74.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 10:00,Ireland,Ireland,IE,152.27,193.19,72.76,72.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 11:00,Ireland,Ireland,IE,135.91,173.79,75.69,75.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 12:00,Ireland,Ireland,IE,131.67,168.77,76.45,76.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 13:00,Ireland,Ireland,IE,115.9,150.05,79.27,79.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 14:00,Ireland,Ireland,IE,139.41,177.94,75.06,75.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 15:00,Ireland,Ireland,IE,146.46,186.33,73.79,73.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 16:00,Ireland,Ireland,IE,142.01,181.03,74.6,74.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 17:00,Ireland,Ireland,IE,168.39,212.31,69.88,69.88,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 18:00,Ireland,Ireland,IE,187.29,234.72,66.5,66.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 19:00,Ireland,Ireland,IE,175.22,220.41,68.66,68.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 20:00,Ireland,Ireland,IE,166.62,210.22,70.19,70.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 21:00,Ireland,Ireland,IE,167.27,211.02,70.07,69.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 22:00,Ireland,Ireland,IE,174.96,220.12,68.69,68.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/14 23:00,Ireland,Ireland,IE,183.5,230.23,67.18,67.16,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 0:00,Ireland,Ireland,IE,146.11,185.89,73.87,73.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 1:00,Ireland,Ireland,IE,143.03,182.23,74.42,74.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 2:00,Ireland,Ireland,IE,159.59,201.88,71.45,71.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 3:00,Ireland,Ireland,IE,168.58,212.53,69.85,69.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 4:00,Ireland,Ireland,IE,190.31,238.3,65.96,65.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 5:00,Ireland,Ireland,IE,214.49,267,61.63,61.56,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 6:00,Ireland,Ireland,IE,208.75,260.52,62.55,61.83,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 7:00,Ireland,Ireland,IE,184.89,232.68,66.66,65.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 8:00,Ireland,Ireland,IE,208.11,260.53,62.51,60.83,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 9:00,Ireland,Ireland,IE,205.34,257.19,62.98,61.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 10:00,Ireland,Ireland,IE,245.28,303.61,56.1,55.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 11:00,Ireland,Ireland,IE,305.48,374.88,45.36,45.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 12:00,Ireland,Ireland,IE,339.65,415.39,39.25,39.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 13:00,Ireland,Ireland,IE,386.85,471.37,30.81,30.81,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 14:00,Ireland,Ireland,IE,417.75,508.37,25.15,24.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 15:00,Ireland,Ireland,IE,441.82,537.89,20.42,19.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 16:00,Ireland,Ireland,IE,467.48,568.02,15.89,15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 17:00,Ireland,Ireland,IE,476.17,578.61,14.2,13.16,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 18:00,Ireland,Ireland,IE,486.31,590.08,12.66,12.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 19:00,Ireland,Ireland,IE,482.85,585.84,13.32,12.79,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 20:00,Ireland,Ireland,IE,470.93,571.7,15.48,14.89,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 21:00,Ireland,Ireland,IE,450.68,547.14,19.35,19.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 22:00,Ireland,Ireland,IE,415.87,505.78,25.62,25.62,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/15 23:00,Ireland,Ireland,IE,371.12,453.58,33.32,32.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 0:00,Ireland,Ireland,IE,341.53,418.2,38.71,38.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 1:00,Ireland,Ireland,IE,345.44,422.26,38.21,38.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 2:00,Ireland,Ireland,IE,355.17,434.21,36.38,35.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 3:00,Ireland,Ireland,IE,341.72,419.23,38.59,36.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 4:00,Ireland,Ireland,IE,342.65,419.94,38.47,37.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 5:00,Ireland,Ireland,IE,383.98,468.14,31.27,31.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 6:00,Ireland,Ireland,IE,422.84,514.05,24.37,24.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 7:00,Ireland,Ireland,IE,433.97,527.98,22,21.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 8:00,Ireland,Ireland,IE,441.37,537.22,20.42,19.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 9:00,Ireland,Ireland,IE,442.77,539.54,19.84,18.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 10:00,Ireland,Ireland,IE,439.83,536.51,20.15,18.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 11:00,Ireland,Ireland,IE,445.93,544,18.97,17.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 12:00,Ireland,Ireland,IE,448.6,547.22,18.49,16.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 13:00,Ireland,Ireland,IE,449.14,547.89,18.39,16.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 14:00,Ireland,Ireland,IE,444.55,542.36,19.21,17.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 15:00,Ireland,Ireland,IE,442.69,540.15,19.46,17.81,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 16:00,Ireland,Ireland,IE,433.69,529.47,21,19.49,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/1/16 17:00,Ireland,Ireland,IE,417.24,509.73,24.1,22.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
